# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
GENE             CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT  ZFITTED_BASE  ZRESID_BASE
CALML6             1    1846266    1848733     10       3  293723      0.34358    0.00052505      0.34305
TMEM52             1    1849029    1850740      6       3  293723    -0.092134    0.00052505    -0.092659
CFAP74             1    1853390    1935276    351      26  293723     -0.54938    0.00052505      -0.5499
GABRD              1    1950768    1962192     28       6  293723        1.207    0.00052505       1.2065
PRKCZ              1    1981909    2116834    413      30  293723     -0.84121    0.00052505     -0.84173
LOC100506504       1    2113250    2115812      3       2  293723       0.1439    0.00052505      0.14337
C1orf86            1    2115899    2144159     56      12  293723     -0.84074    0.00052505     -0.84127
SKI                1    2160134    2241652    242      44  293723      -1.2296    0.00052505      -1.2301
MORN1              1    2251719    2323190    325      39  293723     0.015477    0.00052505     0.014952
RER1               1    2323214    2336883     38      12  293723      0.30834    0.00052505      0.30781
PEX10              1    2336241    2344010     24       9  293723      0.66916    0.00052505      0.66864
PLCH2              1    2407754    2436964     72      14  293723     -0.99677    0.00052505      -0.9973
PANK4              1    2439975    2458061     40       6  293723     -0.40292    0.00052505     -0.40345
HES5               1    2460184    2461684      3       2  293723      0.54675    0.00052505      0.54623
TNFRSF14           1    2487291    2495268     16       3  293723     -0.18182    0.00052505     -0.18234
FAM213B            1    2517899    2522908     10       4  293723      -1.6891    0.00052505      -1.6896
MMEL1              1    2522078    2564499    161      10  293723      -1.3826    0.00052505      -1.3832
TTC34              1    2572807    2706230     73      11  293723     -0.52938    0.00052505     -0.52991
ACTRT2             1    2938046    2939467      4       2  293723      0.19171    0.00052505      0.19119
PRDM16             1    2985565    3355185   1424     171  293723     -0.61663    0.00052505     -0.61716
ARHGEF16           1    3371147    3397677     95      12  293723      -1.2037    0.00052505      -1.2042
MEGF6              1    3404506    3528059    508      71  293723      -2.6765    0.00052505      -2.6771
TPRG1L             1    3541556    3546695     12       4  293723    -0.042942    0.00052505    -0.043467
WRAP73             1    3547331    3566671     42      10  293723      -1.0605    0.00052505       -1.061
TP73               1    3569129    3652765    311      50  293723      0.39807    0.00052505      0.39755
CCDC27             1    3668965    3688209     72      15  293723    -0.094823    0.00052505    -0.095348
SMIM1              1    3689352    3692546     13       5  293723       1.3497    0.00052505       1.3492
LRRC47             1    3696784    3713068     80      15  293723      0.49185    0.00052505      0.49133
CEP104             1    3728645    3773797    299      17  293723      0.40789    0.00052505      0.40737
DFFB               1    3773845    3801993    167      22  293723      0.48166    0.00052505      0.48113
C1orf174           1    3805697    3816857     45       9  293723       1.6472    0.00052505       1.6467
AJAP1              1    4715105    4843851    635      85  293723     -0.77102    0.00052505     -0.77155
NPHP4              1    5922870    6052618    403      23  293723     -0.37114    0.00052505     -0.37166
KCNAB2             1    6052358    6161253    301      43  293723      -1.2393    0.00052505      -1.2398
CHD5               1    6161847    6240194    294      32  293723        1.208    0.00052505       1.2074
RPL22              1    6245080    6259679     37       7  293723       1.2898    0.00052505       1.2892
RNF207             1    6266189    6281359     37       5  293723       1.6451    0.00052505       1.6446
ICMT               1    6281253    6296044     28       4  293723       1.7221    0.00052505       1.7215
HES3               1    6304252    6305638      4       1  293723     -0.65686    0.00052505     -0.65739
GPR153             1    6307406    6321035     36       3  293723      -1.2646    0.00052505      -1.2652
ACOT7              1    6324332    6453826    429      26  293723       1.9901    0.00052505       1.9896
HES2               1    6475292    6484724     28       6  293723       2.3766    0.00052505       2.3761
ESPN               1    6484836    6521004    110      13  293723       3.1622    0.00052505       3.1616
TNFRSF25           1    6520787    6527432     22       7  293723       3.2445    0.00052505        3.244
PLEKHG5            1    6526152    6580121    147      26  293723       1.1897    0.00052505       1.1892
NOL9               1    6581407    6614658    122       5  293723     -0.57106    0.00052505     -0.57158
TAS1R1             1    6614987    6639817     49       8  293723      0.36895    0.00052505      0.36843
ZBTB48             1    6640051    6649340     10       5  293723      0.49809    0.00052505      0.49757
KLHL21             1    6650784    6662958     31       9  293723        -1.43    0.00052505      -1.4305
PHF13              1    6673756    6684093     20       4  293723     -0.36437    0.00052505      -0.3649
THAP3              1    6684925    6695646     32       7  293723     -0.56831    0.00052505     -0.56883
DNAJC11            1    6694228    6761966    148      18  293723      0.17043    0.00052505      0.16991
CAMTA1             1    6845384    7829766   2753     216  293723       2.9739    0.00052505       2.9734
VAMP3              1    7831329    7841492     36      10  293723     -0.20897    0.00052505     -0.20949
PER3               1    7844413    7905241    232      29  293723      0.18762    0.00052505       0.1871
UTS2               1    7907672    7913551     24       9  293723      0.12153    0.00052505        0.121
TNFRSF9            1    7975931    8003225     58       8  293723      0.76288    0.00052505      0.76235
PARK7              1    8021714    8045342     56      10  293723      -1.1409    0.00052505      -1.1414
ERRFI1             1    8071779    8086393     22       5  293723      -1.3307    0.00052505      -1.3312
SLC45A1            1    8378171    8404227     83      14  293723       3.1181    0.00052505       3.1176
RERE               1    8412464    8877699    697      29  293723       3.0544    0.00052505       3.0538
ENO1               1    8921059    8939151     26       5  293723       3.7628    0.00052505       3.7622
CA6                1    9005893    9035151    134      29  293723      -1.4094    0.00052505      -1.4099
SLC2A7             1    9063359    9086404     74      19  293723     -0.68258    0.00052505      -0.6831
SLC2A5             1    9097005    9131763    101      14  293723       1.5118    0.00052505       1.5113
GPR157             1    9163472    9189229     61       9  293723      0.59435    0.00052505      0.59383
H6PD               1    9294822    9331396    101      20  293723       1.0512    0.00052505       1.0507
SPSB1              1    9335202    9429591    400      62  293723     -0.10322    0.00052505     -0.10375
SLC25A33           1    9599528    9642831     63       9  293723       -1.138    0.00052505      -1.1385
TMEM201            1    9648932    9674935     40       8  293723      -0.7309    0.00052505     -0.73143
PIK3CD             1    9711789    9789172    139      29  293723       1.8588    0.00052505       1.8583
CLSTN1             1    9789079    9884550    125      14  293723     -0.29286    0.00052505     -0.29339
CTNNBIP1           1    9908334    9970316     73      12  293723     -0.81062    0.00052505     -0.81115
LZIC               1    9982168   10003460     46       8  293723     -0.15051    0.00052505     -0.15104
NMNAT1             1   10003486   10045556     79      11  293723     -0.48576    0.00052505     -0.48629
RBP7               1   10057255   10076078     40       6  293723      0.10431    0.00052505      0.10379
UBE4B              1   10093041   10241297    315      19  293723      0.41813    0.00052505      0.41761
KIF1B              1   10270606   10441664    532      16  293723         1.44    0.00052505       1.4395
PGD                1   10458884   10480565     48       7  293723       1.9908    0.00052505       1.9903
APITD1             1   10489944   10510239     47       6  293723     -0.41186    0.00052505     -0.41238
APITD1-CORT        1   10490159   10512060     50       6  293723     -0.46405    0.00052505     -0.46458
CORT               1   10509776   10512060      5       2  293723     -0.77726    0.00052505     -0.77778
DFFA               1   10520588   10532613     22       5  293723      0.63172    0.00052505      0.63119
PEX14              1   10535003   10690815    363      28  293723     -0.31521    0.00052505     -0.31573
CASZ1              1   10696661   10856733    415      80  293723   -0.0063609    0.00052505   -0.0068859
C1orf127           1   11006530   11042094    123      17  293723       1.3496    0.00052505       1.3491
TARDBP             1   11072462   11085549     21       3  293723       1.7234    0.00052505       1.7229
MASP2              1   11086580   11107296     56       7  293723       1.3797    0.00052505       1.3792
SRM                1   11114649   11120091      8       3  293723      0.60109    0.00052505      0.60056
EXOSC10            1   11126675   11159961     98       6  293723      0.57187    0.00052505      0.57134
MTOR               1   11166588   11322614    326       9  293723      0.27795    0.00052505      0.27743
ANGPTL7            1   11249346   11256038     13       2  293723      0.13492    0.00052505       0.1344
UBIAD1             1   11333255   11348491     24       4  293723     -0.10937    0.00052505      -0.1099
PTCHD2             1   11539295   11597640    147      15  293723       1.4265    0.00052505        1.426
FBXO2              1   11707924   11714888     20      11  293723       1.3782    0.00052505       1.3777
FBXO44             1   11714432   11723384     28       9  293723      -1.0352    0.00052505      -1.0357
FBXO6              1   11724150   11734411     35       9  293723     -0.91972    0.00052505     -0.92024
MAD2L2             1   11734537   11751678     66      14  293723     -0.44539    0.00052505     -0.44592
DRAXIN             1   11751781   11780336     91      17  293723      -1.3236    0.00052505      -1.3241
AGTRAP             1   11796142   11810828     38       8  293723      -1.1461    0.00052505      -1.1466
C1orf167           1   11823827   11849642    146      10  293723       1.0513    0.00052505       1.0508
MTHFR              1   11845787   11866160     78      11  293723      0.18384    0.00052505      0.18331
CLCN6              1   11866153   11903201    195      15  293723     -0.64171    0.00052505     -0.64224
NPPA               1   11905766   11907840     16       4  293723     -0.88181    0.00052505     -0.88233
KIAA2013           1   11979645   11986485     21       6  293723      0.36456    0.00052505      0.36404
PLOD1              1   11994724   12035599    109      12  293723      -1.4507    0.00052505      -1.4513
MFN2               1   12040238   12073572     93      10  293723     -0.88743    0.00052505     -0.88796
MIIP               1   12079299   12092106     24       6  293723     -0.40923    0.00052505     -0.40976
TNFRSF8            1   12123434   12204264    204      40  293723       -1.238    0.00052505      -1.2386
TNFRSF1B           1   12227044   12269279    136      18  293723     -0.06067    0.00052505    -0.061195
VPS13D             1   12290101   12572099    287      34  293723      -1.7828    0.00052505      -1.7833
DHRS3              1   12627939   12677820    173      34  293723      -1.2748    0.00052505      -1.2754
AADACL4            1   12704566   12727097     59       7  293723      0.28803    0.00052505       0.2875
AADACL3            1   12776118   12788726     41       6  293723      -1.2052    0.00052505      -1.2058
C1orf158           1   12806163   12821102     42       9  293723     -0.77164    0.00052505     -0.77217
PRAMEF12           1   12834984   12838049      8       3  293723      0.64983    0.00052505      0.64931
PRAMEF1            1   12851546   12856777     17       4  293723     -0.20939    0.00052505     -0.20992
PRAMEF11           1   12884468   12891264     19       4  293723      -1.6747    0.00052505      -1.6753
HNRNPCL1           1   12907261   12908578      2       1  293723      0.10786    0.00052505      0.10734
PRAMEF2            1   12916941   12921764     49       7  293723     -0.51305    0.00052505     -0.51358
PRAMEF4            1   12939033   12946025     15       3  293723     -0.26646    0.00052505     -0.26699
HNRNPCL2           1   13182960   13184326      4       2  293723     0.017517    0.00052505     0.016992
LRRC38             1   13801445   13840242    171      36  293723      -1.4103    0.00052505      -1.4108
PDPN               1   13910252   13944452    104      27  293723      -1.5725    0.00052505       -1.573
PRDM2              1   14026714   14151574    349      26  293723       -1.322    0.00052505      -1.3225
KAZN               1   14219646   15444544   4648     350  293723      -1.9006    0.00052505      -1.9011
TMEM51             1   15479028   15546974    360      30  293723     -0.48349    0.00052505     -0.48401
C1orf195           1   15490692   15498120     29       7  293723        -0.76    0.00052505     -0.76053
FHAD1              1   15573730   15724767    447      54  293723       1.8131    0.00052505       1.8126
EFHD2              1   15736391   15756839     66      20  293723       2.3945    0.00052505        2.394
CTRC               1   15764938   15773153     22       9  293723       1.8342    0.00052505       1.8337
CELA2A             1   15783223   15798586     64      11  293723      0.53204    0.00052505      0.53152
CELA2B             1   15802596   15817895     40       6  293723     -0.26018    0.00052505      -0.2607
CASP9              1   15817896   15851407    126       9  293723    -0.041269    0.00052505    -0.041794
DNAJC16            1   15853343   15898228    114      11  293723      0.45402    0.00052505       0.4535
AGMAT              1   15898194   15911605     54       6  293723      0.51655    0.00052505      0.51603
DDI2               1   15943953   15995539    116       6  293723      0.29278    0.00052505      0.29225
RSC1A1             1   15986364   15988217      2       1  293723      0.65599    0.00052505      0.65547
PLEKHM2            1   16010632   16061264    152      14  293723    -0.057905    0.00052505     -0.05843
SLC25A34           1   16062721   16067884      7       3  293723     -0.16561    0.00052505     -0.16614
TMEM82             1   16068987   16074292     12       3  293723     -0.14283    0.00052505     -0.14335
FBLIM1             1   16083107   16113089     67      12  293723      0.58304    0.00052505      0.58251
UQCRHL             1   16133657   16134194      4       1  293723      -1.0357    0.00052505      -1.0363
SPEN               1   16174359   16266951    144      17  293723      -1.5648    0.00052505      -1.5654
ZBTB17             1   16268364   16302627     54      13  293723      -1.1485    0.00052505       -1.149
TBC1D3P6           1   16302626   16323701     78      11  293723     -0.82317    0.00052505     -0.82369
C1orf64            1   16330731   16333184     14       5  293723      0.29944    0.00052505      0.29892
HSPB7              1   16340523   16346084     44       5  293723      -1.1952    0.00052505      -1.1957
CLCNKA             1   16348486   16360548     66      10  293723       -1.095    0.00052505      -1.0956
CLCNKB             1   16370231   16383821    124      14  293723      -0.3892    0.00052505     -0.38973
FAM131C            1   16384264   16400127     79      11  293723     -0.99829    0.00052505     -0.99882
EPHA2              1   16450832   16482582     55      12  293723       2.2371    0.00052505       2.2366
ARHGEF19           1   16524599   16539104     55       6  293723      -1.6263    0.00052505      -1.6268
ANO7P1             1   16551343   16553528      7       1  293723      -1.5688    0.00052505      -1.5693
RSG1               1   16558182   16563659     14       6  293723       -1.607    0.00052505      -1.6075
FBXO42             1   16573339   16678965    226      14  293723     -0.90367    0.00052505      -0.9042
SZRD1              1   16693525   16724643     59       7  293723     -0.71573    0.00052505     -0.71626
SPATA21            1   16722101   16763919    125      23  293723      -1.2063    0.00052505      -1.2068
NECAP2             1   16767167   16786585     43      10  293723      -1.3918    0.00052505      -1.3923
MST1L              1   17081129   17090975      1       1  293723       -1.387    0.00052505      -1.3876
CROCC              1   17248445   17299474    135      22  293723     -0.52294    0.00052505     -0.52346
MFAP2              1   17300997   17308081     18       4  293723      0.68441    0.00052505      0.68389
ATP13A2            1   17312453   17338467     54      11  293723      0.32791    0.00052505      0.32739
SDHB               1   17345217   17380665    119      12  293723      0.58163    0.00052505       0.5811
PADI2              1   17393256   17445948    264      16  293723     -0.16698    0.00052505     -0.16751
PADI1              1   17531621   17572501    171      47  293723      -1.7059    0.00052505      -1.7064
PADI3              1   17575593   17610728    173      26  293723      -2.1652    0.00052505      -2.1657
PADI4              1   17634690   17690495    297      24  293723      -2.3338    0.00052505      -2.3344
PADI6              1   17698741   17728195    166      16  293723     -0.68257    0.00052505      -0.6831
RCC2               1   17733251   17766250     74      12  293723     -0.49896    0.00052505     -0.49949
ARHGEF10L          1   17846693   18024370    438      53  293723     -0.68133    0.00052505     -0.68185
ACTL8              1   18081808   18153558    209      24  293723     -0.84637    0.00052505     -0.84689
IGSF21             1   18434240   18704977   1023     126  293723       1.7718    0.00052505       1.7713
KLHDC7A            1   18807424   18812540     27       6  293723       0.1941    0.00052505      0.19358
PAX7               1   18957500   19075360    366      60  293723      0.39244    0.00052505      0.39191
TAS1R2             1   19166093   19186155    103      20  293723     -0.80572    0.00052505     -0.80625
ALDH4A1            1   19197924   19229293    140      21  293723      -1.3512    0.00052505      -1.3517
IFFO2              1   19230774   19282826    159      31  293723       1.0342    0.00052505       1.0336
UBR4               1   19401000   19536812    304      22  293723      -2.9702    0.00052505      -2.9707
EMC1               1   19542158   19578053    117      16  293723      -1.8393    0.00052505      -1.8399
MRTO4              1   19578075   19586622     51       8  293723      -1.2666    0.00052505      -1.2671
AKR7A3             1   19609057   19615280     25       4  293723     -0.61856    0.00052505     -0.61908
AKR7A2             1   19629202   19638640     29      11  293723      0.53455    0.00052505      0.53402
PQLC2              1   19638740   19658925     96      14  293723      0.61774    0.00052505      0.61721
CAPZB              1   19665267   19812066    524      24  293723      -1.0967    0.00052505      -1.0972
MINOS1             1   19923471   19956315     75      13  293723     -0.86806    0.00052505     -0.86859
MINOS1-NBL1        1   19923471   19984949    174      29  293723     -0.46517    0.00052505      -0.4657
NBL1               1   19969723   19984949     54      15  293723       0.7002    0.00052505      0.69968
HTR6               1   19991780   20006055     31       6  293723     -0.33993    0.00052505     -0.34045
TMCO4              1   20008706   20126424    393      52  293723     -0.67357    0.00052505      -0.6741
RNF186             1   20140522   20141771      7       4  293723      -1.6672    0.00052505      -1.6677
OTUD3              1   20208356   20239438     80      15  293723      0.55213    0.00052505       0.5516
PLA2G2E            1   20246800   20250110     16       5  293723     -0.15541    0.00052505     -0.15593
PLA2G2A            1   20301924   20306932     14       6  293723     -0.13972    0.00052505     -0.14025
PLA2G5             1   20386157   20418394    118      19  293723      -2.6006    0.00052505      -2.6011
PLA2G2D            1   20439143   20446059     22       9  293723      -2.0184    0.00052505      -2.0189
PLA2G2F            1   20465823   20476879     23      11  293723       1.8434    0.00052505       1.8429
PLA2G2C            1   20490484   20501687     41       9  293723       0.2228    0.00052505      0.22227
UBXN10             1   20512578   20522540      9       3  293723     -0.39677    0.00052505      -0.3973
VWA5B1             1   20617412   20681662    240      30  293723      -1.2915    0.00052505      -1.2921
CAMK2N1            1   20808884   20812728      4       2  293723       2.3116    0.00052505        2.311
MUL1               1   20825941   20834674     25       9  293723       2.8184    0.00052505       2.8179
FAM43B             1   20878932   20881513      3       1  293723       2.8456    0.00052505       2.8451
CDA                1   20915444   20945401    117      19  293723      -1.1696    0.00052505      -1.1701
PINK1              1   20959948   20978004     74      11  293723      -1.1759    0.00052505      -1.1764
DDOST              1   20978260   20988037     28       6  293723      -2.5756    0.00052505      -2.5762
KIF17              1   20990475   21044317    212      47  293723     -0.27438    0.00052505     -0.27491
SH2D5              1   21046225   21059133     35       9  293723      0.10993    0.00052505      0.10941
HP1BP3             1   21069170   21113808     90      13  293723       1.0442    0.00052505       1.0437
EIF4G3             1   21132785   21503381    716      25  293723      0.77647    0.00052505      0.77595
ECE1               1   21543740   21672034    352      35  293723       1.7165    0.00052505        1.716
NBPF3              1   21766583   21811393    152      14  293723      -1.9126    0.00052505      -1.9132
ALPL               1   21835475   21904905    305      30  293723     -0.80359    0.00052505     -0.80411
RAP1GAP            1   21922708   21996010    265      41  293723       -1.176    0.00052505      -1.1766
USP48              1   22004791   22109688    324      27  293723      -1.0159    0.00052505      -1.0164
LDLRAD2            1   22138758   22151714     46      19  293723      -1.4044    0.00052505      -1.4049
HSPG2              1   22148737   22263750    322      34  293723      -0.9371    0.00052505     -0.93763
CELA3B             1   22303418   22315847    153      16  293723      0.52919    0.00052505      0.52867
CELA3A             1   22328149   22339035     54       9  293723        1.258    0.00052505       1.2574
CDC42              1   22379120   22419439     98      14  293723      0.48682    0.00052505       0.4863
WNT4               1   22443798   22470474     83      15  293723      0.81896    0.00052505      0.81844
ZBTB40             1   22778344   22857650    136      16  293723      0.34617    0.00052505      0.34565
EPHA8              1   22890004   22930087    147      24  293723      -0.4646    0.00052505     -0.46512
C1QA               1   22963118   22966175      5       2  293723     -0.10078    0.00052505      -0.1013
C1QC               1   22969969   22974603     22       4  293723      0.43189    0.00052505      0.43137
C1QB               1   22979682   22988130     24       6  293723     -0.55336    0.00052505     -0.55389
EPHB2              1   23037263   23241823    453      60  293723       0.9094    0.00052505      0.90887
LACTBL1            1   23279536   23299524     50      12  293723     -0.64865    0.00052505     -0.64918
C1orf234           1   23337327   23342343      9       3  293723     -0.74912    0.00052505     -0.74965
KDM1A              1   23345937   23410184     78      11  293723      -1.0462    0.00052505      -1.0468
LUZP1              1   23410516   23504301    173      21  293723       1.0353    0.00052505       1.0348
HTR1D              1   23518388   23521222      5       2  293723      -1.1986    0.00052505      -1.1991
HNRNPR             1   23635953   23671143     39       7  293723    0.0016505    0.00052505    0.0011254
ZNF436             1   23685941   23696357     30       7  293723     -0.77191    0.00052505     -0.77244
TCEA3              1   23707555   23751269    126      20  293723      -1.1671    0.00052505      -1.1676
ASAP3              1   23755056   23810750    117      16  293723       0.5321    0.00052505      0.53158
E2F2               1   23832920   23857712     47       7  293723     -0.37578    0.00052505      -0.3763
ID3                1   23884421   23886285      8       3  293723     -0.83098    0.00052505      -0.8315
RPL11              1   24018269   24022915      6       3  293723      0.89708    0.00052505      0.89656
TCEB3              1   24069856   24088549     18       8  293723    -0.055635    0.00052505    -0.056161
PITHD1             1   24104876   24114722      8       4  293723       1.1938    0.00052505       1.1933
LYPLA2             1   24117275   24122029      3       1  293723       1.0988    0.00052505       1.0983
GALE               1   24122089   24127294      1       1  293723      0.95823    0.00052505       0.9577
HMGCL              1   24128367   24165110     45       4  293723      0.25484    0.00052505      0.25432
FUCA1              1   24171567   24194859     39       5  293723     -0.12119    0.00052505     -0.12172
CNR2               1   24197005   24285549    219      15  293723     -0.28793    0.00052505     -0.28845
SRSF10             1   24292935   24306953      6       2  293723      0.77997    0.00052505      0.77944
MYOM3              1   24382531   24438665    183      22  293723      -1.5595    0.00052505      -1.5601
IL22RA1            1   24446261   24469783     66      14  293723     0.049253    0.00052505     0.048728
IFNLR1             1   24480647   24513765    129      19  293723     -0.35559    0.00052505     -0.35611
GRHL3              1   24645812   24690972     97      22  293723       1.3613    0.00052505       1.3608
STPG1              1   24683489   24741587    153      17  293723      0.73477    0.00052505      0.73424
NIPAL3             1   24742245   24799473    166      17  293723    -0.030505    0.00052505     -0.03103
RCAN3              1   24828841   24863510    104      14  293723      -1.6437    0.00052505      -1.6442
NCMAP              1   24882567   24935819    226      30  293723       1.0129    0.00052505       1.0124
SRRM1              1   24969594   24999772     31       8  293723         0.48    0.00052505      0.47948
CLIC4              1   25071760   25170815     98      10  293723       1.9186    0.00052505        1.918
RUNX3              1   25226002   25291648    133      27  293723     -0.92325    0.00052505     -0.92378
SYF2               1   25548767   25559013      5       3  293723       1.8507    0.00052505       1.8502
RSRP1              1   25568740   25574010      5       3  293723       2.1481    0.00052505       2.1476
RHD                1   25598884   25656936     15       9  293723      0.90193    0.00052505       0.9014
TMEM50A            1   25664789   25688852     29       8  293723       1.3055    0.00052505        1.305
RHCE               1   25687853   25747363     54       4  293723       1.4249    0.00052505       1.4244
TMEM57             1   25757388   25826700    101       4  293723      0.98813    0.00052505       0.9876
LDLRAP1            1   25870071   25895377     76      12  293723    -0.018716    0.00052505    -0.019241
MAN1C1             1   25943959   26111258    269      23  293723     -0.90335    0.00052505     -0.90387
SEPN1              1   26126667   26144713     43       5  293723     0.097911    0.00052505     0.097386
MTFR1L             1   26146397   26159433     30       3  293723      0.55476    0.00052505      0.55423
AUNIP              1   26158414   26185939     67       3  293723      0.66266    0.00052505      0.66214
PAQR7              1   26187975   26202461     13       4  293723      0.51011    0.00052505      0.50958
STMN1              1   26210670   26233368     30       6  293723      0.52848    0.00052505      0.52796
PAFAH2             1   26286258   26326366     86       7  293723      0.46634    0.00052505      0.46582
EXTL1              1   26348266   26362955     22       7  293723     -0.40561    0.00052505     -0.40613
SLC30A2            1   26364513   26373439     15       3  293723     -0.59582    0.00052505     -0.59634
TRIM63             1   26377792   26394142     40       6  293723     -0.33721    0.00052505     -0.33774
PDIK1L             1   26437656   26452039     33       3  293723     -0.37471    0.00052505     -0.37524
FAM110D            1   26485511   26489119      8       3  293723      -1.6043    0.00052505      -1.6048
ZNF593             1   26496388   26497364      4       2  293723     -0.43827    0.00052505      -0.4388
CNKSR1             1   26503981   26516375     27       8  293723      -1.2727    0.00052505      -1.2732
CATSPER4           1   26517119   26529033     63      10  293723     -0.94032    0.00052505     -0.94085
CEP85              1   26560644   26605529    137      12  293723      -1.3927    0.00052505      -1.3932
SH3BGRL3           1   26606213   26608013      4       2  293723      -1.3964    0.00052505      -1.3969
UBXN11             1   26608773   26644756    126      11  293723      -1.3512    0.00052505      -1.3517
CD52               1   26644411   26647014     12       3  293723     -0.68943    0.00052505     -0.68996
AIM1L              1   26648350   26680621     97      14  293723     -0.68242    0.00052505     -0.68294
ZNF683             1   26688125   26701023     45       8  293723     -0.43991    0.00052505     -0.44043
LIN28A             1   26737269   26756219     35      11  293723     -0.10025    0.00052505     -0.10078
DHDDS              1   26758773   26797797     55      13  293723     -0.01753    0.00052505    -0.018055
HMGN2              1   26798902   26803133      9       4  293723     -0.12427    0.00052505     -0.12479
RPS6KA1            1   26856249   26901520     94      12  293723      0.81666    0.00052505      0.81614
LOC101928728       1   27018623   27022896      9       3  293723   -0.0097824    0.00052505    -0.010307
ARID1A             1   27022522   27108601    119       9  293723     -0.39886    0.00052505     -0.39939
PIGV               1   27113739   27124894     13       3  293723     -0.40988    0.00052505      -0.4104
ZDHHC18            1   27153201   27184092     48       8  293723      -1.0531    0.00052505      -1.0536
SFN                1   27189633   27190947      1       1  293723      0.55461    0.00052505      0.55409
GPN2               1   27205872   27216869     16       4  293723     -0.91282    0.00052505     -0.91335
GPATCH3            1   27216979   27226962     13       5  293723      -1.3226    0.00052505      -1.3231
NR0B2              1   27237975   27240567      5       2  293723     -0.81201    0.00052505     -0.81254
