"Geneid"	"logFC"	"logCPM"	"F"	"PValue"
"ENSG00000003249"	-0.0532792066593345	6.78084981802061	0.776862302238182	0.387726915217812
"ENSG00000003393"	-0.119764326967358	5.93237421832829	4.23033417113048	0.0518824890583007
"ENSG00000003402"	-0.257404816504145	4.92729626735983	4.41440419222382	0.0474386310360249
"ENSG00000003509"	0.125058666349641	3.83627110794707	2.1879839375966	0.15341155167471
"ENSG00000003756"	-0.00299427936876005	5.9373596683411	0.00161854720147935	0.968275374215613
"ENSG00000003987"	-0.100875478049162	5.24498284483764	1.70638380319916	0.205084067464855
"ENSG00000003989"	-0.37289525989214	1.49846307366381	2.24547132236773	0.148362298815703
"ENSG00000004139"	-0.108030637530497	4.19186530571585	2.43911095326383	0.132758639294883
"ENSG00000004142"	0.00110425948622736	6.49534023320847	0.000500558296006759	0.982354020160628
"ENSG00000004399"	0.99010154740759	6.27616248491244	8.95704713499229	0.0067538399808704
"ENSG00000004487"	0.134353218038156	5.57309050985193	4.06998219210086	0.0561421682114028
"ENSG00000004534"	-0.0923248115948371	6.41478051249674	3.09745373669434	0.0924555327567767
"ENSG00000004660"	0.12169850757563	4.99305878875382	1.42292548695271	0.24575720280764
"ENSG00000004700"	0.101845484983538	4.20599550177162	1.20433684388375	0.284442888461048
"ENSG00000004766"	-0.217624738567753	5.30869385538865	4.6221971079371	0.0429321328396024
"ENSG00000004777"	-0.0750344533639119	6.57457470983553	1.92518182240955	0.179322013624516
"ENSG00000004779"	-0.0117035208495396	6.42486620683427	0.0520156841061901	0.821719992910086
"ENSG00000004799"	-0.55920856519694	1.61398065413821	3.10672099464087	0.0920001454674093
"ENSG00000004864"	0.126602506927464	6.16493361212313	4.3475942007034	0.0489996526673394
"ENSG00000004866"	-0.168028477967831	5.04107858192869	4.81410939757995	0.0391960379136205
"ENSG00000004897"	-0.125238423338786	6.19407148167886	4.00833346491825	0.0578847456027264
"ENSG00000004948"	0.369782799478375	-0.0998747904386186	1.70048943222697	0.205839516299288
"ENSG00000004961"	-0.00650920306029027	4.51782770288074	0.00810205837745034	0.92910084412185
"ENSG00000004975"	0.270912545536234	5.26471691088259	14.6136439132961	0.000941659570450535
"ENSG00000005007"	0.0329519446825312	7.28713298842275	0.350975699345921	0.559662908320943
"ENSG00000005020"	-0.0829892336568863	4.9118425235891	0.650246426031342	0.428742975815929
"ENSG00000005022"	0.106864662609834	7.44135375186136	1.73293992602697	0.201723080951877
"ENSG00000005059"	0.151034238127597	2.66237489622951	1.24160416351134	0.277308842585509
"ENSG00000005075"	-0.151259502220486	4.86013306827826	4.4330453485654	0.0470131941092787
"ENSG00000005100"	0.0527368652673769	3.54181215111228	0.24957935346285	0.622381276302269
"ENSG00000005108"	-0.100025627651453	5.03865999608966	0.930272759542077	0.345380860271845
"ENSG00000005156"	0.214897254090317	5.65282288667536	11.4785317194864	0.00267335653664558
"ENSG00000005175"	0.00512833231167564	5.04381977807797	0.00262820010982277	0.959580901005019
"ENSG00000005194"	0.0176957263628167	6.64529522313344	0.156715770984349	0.69605005790481
"ENSG00000005206"	0.159529734511966	4.98100950534517	4.10906069358178	0.0550685241527735
"ENSG00000005238"	0.182923595906337	5.59959899212839	5.69745889404806	0.0261138260336343
"ENSG00000005243"	0.0286134841672977	0.676093553400305	0.0126959733102586	0.911319282742693
"ENSG00000005249"	-0.148184936145641	7.49768576677756	2.82986438823394	0.106811017079981
"ENSG00000005302"	0.0893759335713021	4.57366355627298	1.30613024333882	0.265505346364677
"ENSG00000005339"	-0.212020904428337	7.32438747681214	13.5163304349687	0.00134043719546755
"ENSG00000005379"	-0.0182805150651413	6.9689966014852	0.163569860109719	0.689835475322484
"ENSG00000005436"	0.0240787555716705	2.97894864931841	0.0479001715301336	0.828796356925911
"ENSG00000005448"	0.251243293169761	6.07218143710737	8.90928764642726	0.00687954727498143
"ENSG00000005469"	-0.0827979238312794	3.0039592170552	0.336999805350829	0.567525177030463
"ENSG00000005483"	0.0286511310570219	7.0536297936319	0.341250019887435	0.565111205348503
"ENSG00000005486"	-0.0669473317524074	7.61815229834214	0.903098042032865	0.352380420033636
"ENSG00000005513"	0.391734583387098	4.66348818145928	15.4940945208972	0.000715422191367968
"ENSG00000005700"	-0.0797560984590537	5.51839540707266	1.74942968909094	0.199670591548121
"ENSG00000005801"	-0.0357626209361513	5.49548046836819	0.356318369830941	0.55671353857539
"ENSG00000005810"	-0.233440601497174	6.99753750514655	5.21692423565527	0.0324872535455802
"ENSG00000005844"	-0.0142590563239645	1.44862998109203	0.00526675399647335	0.942808787045878
"ENSG00000005882"	0.193622829433687	3.83285183876779	4.27352491822874	0.0507988094018846
"ENSG00000005884"	0.0369470126634861	6.83896520887881	0.597248465340754	0.447936790846859
"ENSG00000005889"	-0.0811744008368985	4.93229607840918	1.09417472931267	0.307019882632765
"ENSG00000005893"	0.0338298379564613	6.51455960714573	0.390260294866133	0.538653251468792
"ENSG00000005961"	0.0629087843863936	2.49992780322276	0.158010591815376	0.694864087219923
"ENSG00000005981"	0.593583178555269	0.421693216552859	3.92376354704674	0.0603764683625198
"ENSG00000006007"	-0.143425949379043	6.12209597038175	6.98336553209826	0.0149448611605217
"ENSG00000006016"	-0.132983134484465	2.24001581068941	0.465328178060317	0.502335751376054
"ENSG00000006025"	-0.0244360224266542	3.99664860371538	0.0906010399375528	0.766269453070896
"ENSG00000006042"	0.145343608554224	4.96463626472845	2.59828375151492	0.121378548970643
"ENSG00000006047"	-0.309120073502564	3.24812895604544	4.87185961945311	0.0381446760835182
"ENSG00000006062"	0.212039324130526	3.94771656857854	4.84005686884131	0.0387196642729759
"ENSG00000006071"	0.151774130268836	4.53177032254372	2.25714182333181	0.147361780661846
"ENSG00000006116"	0.0816062742408269	1.6492625737701	0.219522095332019	0.644060088496332
"ENSG00000006118"	-0.107468801875653	8.48383755797057	3.86584994071083	0.0621534453680745
"ENSG00000006125"	0.0787552175495207	8.96584156819648	1.81849590595784	0.191350361521905
"ENSG00000006128"	-0.504008018424794	3.36127550445596	4.90540752802656	0.0375485479151316
"ENSG00000006194"	0.0390340295668996	5.54815161672774	0.232346377190982	0.634598362247801
"ENSG00000006210"	-0.165607322379997	2.76906116750177	0.293442934801376	0.59352207883241
"ENSG00000006282"	0.177691903484312	4.54070758005415	2.82733456867598	0.106958666064186
"ENSG00000006283"	0.390742964533223	4.75536098614857	4.82116178286085	0.0390659109692953
"ENSG00000006327"	0.395693648569663	3.24515017779204	5.99581805088761	0.0228672976301937
"ENSG00000006432"	-0.226122704408043	6.28660933772382	5.51330287022583	0.028373948796999
"ENSG00000006451"	0.0625762155384071	7.27957685563142	2.61193768647571	0.12045724721021
"ENSG00000006453"	-0.0887810411789574	1.52131318564957	0.141032415070654	0.710889802667693
"ENSG00000006459"	-0.0651980012424165	5.2046842148205	0.68382027087531	0.41724324643664
"ENSG00000006468"	-0.067733805789884	5.57995323842166	0.488469551444409	0.492008043566636
"ENSG00000006530"	0.137990743875823	4.61221473966671	4.54777306236009	0.0444880397109121
"ENSG00000006576"	0.0620570714726324	5.35170321919078	1.30960504677815	0.264888592373346
"ENSG00000006607"	-0.121871955164352	5.51380550790039	4.38935750844026	0.0480171458517511
"ENSG00000006625"	0.164506635133405	3.24357425383666	2.29161702951649	0.144453123483092
"ENSG00000006634"	0.355357423433365	3.60885699146014	5.20272896845486	0.0327004475186103
"ENSG00000006652"	-0.0367733341109941	6.12445354201531	0.370053808069093	0.549267529184485
"ENSG00000006695"	-0.0534109267051407	4.73226624764667	0.7566157151218	0.393876217105726
"ENSG00000006704"	0.04093473191999	5.92909584302088	0.613536805511034	0.441894793495856
"ENSG00000006712"	-0.0716159915965681	5.51291787266822	1.23964796458355	0.277677381760814
"ENSG00000006715"	-0.192790364589447	6.73082283692546	4.77535166049194	0.0399199646191246
"ENSG00000006740"	0.0401187619517377	5.38111707244278	0.485616152724621	0.493261497476492
"ENSG00000006744"	0.0369517385308639	5.95769016488133	0.42545667210287	0.52105254901394
"ENSG00000006756"	-0.117644615563351	4.98515405740323	1.37699384552449	0.253288400253874
"ENSG00000006757"	0.109322936093746	5.29041732795305	1.73953497762541	0.200899056850275
"ENSG00000006831"	-0.0409235067864249	6.39204097152771	0.43249504488749	0.517658593956337
"ENSG00000007001"	-0.596991083543245	1.78792992724681	7.43227565381929	0.0123986023190434
"ENSG00000007047"	0.126835818043438	7.7454767078245	4.11727435218996	0.0548458457136872
"ENSG00000007062"	0.0778464241486788	1.94345813203815	0.0552143451881212	0.816421656186788
"ENSG00000007080"	-0.00651235816980061	6.54242121700716	0.0100497190653641	0.921064363584256
"ENSG00000007129"	0.580087942963657	1.20272164114748	5.88513415068732	0.0240158416958732
"ENSG00000007168"	-0.0662137047873836	8.49813574596539	0.454204302934948	0.507435992281648
"ENSG00000007171"	0.111037846815048	1.22937983836373	0.282313566824992	0.600566792681064
"ENSG00000007174"	-0.33483360407891	2.73162153714295	6.30281206535832	0.0199901722040939
"ENSG00000007202"	-0.0235964189761358	6.20051048926704	0.228499614310588	0.637401890794544
"ENSG00000007237"	-0.261022298444084	5.55995604098651	3.18754280786934	0.0881370695239338
"ENSG00000007264"	-0.272939323019597	3.35456776690059	3.6566408060079	0.0690899822439604
"ENSG00000007314"	0.712255707407298	1.76438801896913	3.7103666546574	0.0672275814676847
"ENSG00000007341"	0.0664816822367508	4.48878120237178	1.23152271882655	0.279215096526606
"ENSG00000007372"	0.377477212464401	3.00351359888063	3.31366551826009	0.0824778661785258
"ENSG00000007376"	-0.325370946745216	4.47620392712436	5.23255957734005	0.032254237765113
"ENSG00000007384"	0.578248807440109	3.4396786905732	7.9852401495618	0.00990124424658637
"ENSG00000007392"	-0.0891932476596787	6.00191477514968	1.8238263809485	0.190726215234702
"ENSG00000007402"	-0.108274704058339	5.83133461856178	3.01494831346816	0.0966274407066253
"ENSG00000007516"	0.259543953961514	5.38633287648435	5.53899565773861	0.0280458470803513
"ENSG00000007520"	0.0306954265665495	5.74733508357752	0.231333349232189	0.635333853104532
"ENSG00000007541"	0.193838308756589	5.32559185846311	9.20961420645916	0.0061298864515848
"ENSG00000007545"	-0.134046032534785	3.11842637567456	1.41925814941801	0.246347817564723
"ENSG00000007866"	0.375276552857574	4.5418655390257	2.40697767377966	0.135207203612799
"ENSG00000007923"	-0.0132892272018165	5.03790054987674	0.0356034749355174	0.852084007882362
"ENSG00000007944"	-0.0922550480874411	3.72780411836576	0.397761398808539	0.53481072537615
"ENSG00000007968"	-0.0338740145126509	1.50065842815181	0.0146201865267789	0.904867850287967
"ENSG00000008018"	0.162261051089131	7.11578813294993	5.87501047740236	0.0241240724785264
"ENSG00000008056"	-0.0294802483701652	6.48480202667877	0.138311364300802	0.71355969310676
"ENSG00000008083"	0.258055742365321	7.20513498052691	13.3354208310238	0.00142248528483875
"ENSG00000008086"	-0.285166058976082	5.91302303393058	12.5199771902689	0.00186751607102387
"ENSG00000008118"	0.389740926479042	4.8026974167236	10.3522970087198	0.00400056170390396
"ENSG00000008130"	0.0829928015768066	5.97794700102133	1.38976565154616	0.251164687359786
"ENSG00000008256"	-0.0793201480103657	5.90649373743365	0.772822901644288	0.388942302309313
"ENSG00000008277"	-0.290290491299698	6.28654754644765	7.9382385640184	0.0100902145498379
"ENSG00000008282"	-0.081722928060166	3.16307295826473	0.65712484016438	0.426347161025546
"ENSG00000008283"	-0.243239028916977	5.58495306651025	14.2591637874474	0.00105403672712224
"ENSG00000008294"	-0.0091692868102836	8.41648079936666	0.0262787400315746	0.872716089855666
"ENSG00000008300"	-0.0372380129115054	7.81148489809878	0.690164487998979	0.415123849609276
"ENSG00000008311"	-0.166442982108743	2.28775910574251	0.540355268142435	0.470128161901513
"ENSG00000008382"	-0.130072180826962	3.93390737977669	2.18528427351969	0.153653712089727
"ENSG00000008394"	0.0373596398623532	1.35413496564922	0.0136241775751898	0.908149562768228
"ENSG00000008405"	-0.0254637270766078	4.16948723561489	0.09124840805312	0.765461976890161
"ENSG00000008441"	0.495919424801452	2.85610137398483	6.2601013786487	0.0203651051210274
"ENSG00000008513"	0.164248460753751	5.83454059834214	1.35780311934932	0.256523412484048
"ENSG00000008517"	-0.3565052551382	1.55567710623169	1.77519000085548	0.196515850983279
"ENSG00000008710"	0.142867611996948	7.68588941454237	1.82216145681338	0.1909208910686
"ENSG00000008735"	-0.0743229999534747	8.57139753379673	2.91660565169128	0.101889844920459
"ENSG00000008838"	-0.106254474797012	6.6935019122998	2.61078017928427	0.120535029102898
"ENSG00000008853"	-0.0124629898285825	4.20567887573131	0.0117126059108786	0.914808305330477
"ENSG00000008869"	0.00672265202049304	6.60756605627613	0.0126156900447468	0.911598880089173
"ENSG00000008952"	0.030213880999324	7.29242495435283	0.268234698110147	0.609740117048982
"ENSG00000008988"	0.220830449811769	8.85936450251599	8.31752891951455	0.00867192138777975
"ENSG00000009307"	0.183889540055662	10.1878977773231	6.21109045864823	0.0208050462988616
"ENSG00000009335"	-0.040054773031095	6.47728870728066	0.62820413277686	0.436564509445647
"ENSG00000009413"	-0.0902775461577227	6.43640436960019	1.1465903889447	0.295988260421826
"ENSG00000009694"	0.0696786421476195	3.86220089240026	0.532378933642676	0.473383981130419
"ENSG00000009709"	1.94467566003021	0.550825555968391	31.4042319238232	1.28299571728584e-05
"ENSG00000009780"	0.0711101291095231	3.62196711951249	0.70620891438511	0.409837030020606
"ENSG00000009830"	0.111208134786791	5.55518502892752	2.48040344611439	0.129689114907538
"ENSG00000009844"	-0.0229510248554128	6.4110448667803	0.220055439292622	0.643659901235812
"ENSG00000009950"	0.12528361244535	3.15416457443688	0.702927646662379	0.410909834783374
"ENSG00000009954"	-0.0862741900927612	7.26365270992448	3.19485429971154	0.0877969733441718
"ENSG00000010017"	-0.009813760424114	6.11206131510558	0.0318952614471673	0.859908696175788
"ENSG00000010072"	0.0210829388284827	3.56824215810926	0.0434136579486003	0.836884686402442
"ENSG00000010165"	0.0520585815812203	5.22668611998092	0.541627030162196	0.469612494599289
"ENSG00000010219"	0.43166224647043	0.179546699226794	1.98989206577063	0.172477165686507
"ENSG00000010244"	-0.130628807574927	6.91352848350116	6.23679880370465	0.0205729697279015
"ENSG00000010256"	0.00475377805084868	7.91884984172291	0.00746530869944296	0.93193632269587
"ENSG00000010270"	0.081175655184483	7.13269238539929	2.42436893277424	0.133875374984341
"ENSG00000010278"	-0.457272002090218	1.12449061569235	1.79748931249772	0.193834743458158
"ENSG00000010292"	0.287126583358606	5.53699417642895	11.2996904024248	0.00284697329309342
"ENSG00000010295"	0.217719676120364	5.02090022027551	10.2704908451359	0.00412212731367919
"ENSG00000010310"	-0.0292658611549385	0.407964942361561	0.0120350562282479	0.913648439416607
"ENSG00000010318"	0.317636228925717	5.35308801503382	7.05798554459833	0.0144840639708274
"ENSG00000010319"	0.435427576088043	1.61375251931334	1.93308165104895	0.178468807990546
"ENSG00000010322"	0.0324894046820244	8.58276211315926	0.497992474021581	0.487864168858384
"ENSG00000010361"	0.211904520786147	3.56759665326908	3.00903316781756	0.0969348653429754
"ENSG00000010539"	0.0891839339255844	2.47250481448107	0.662837347357746	0.42437327678135
"ENSG00000010610"	0.658914359917003	1.83096124651763	5.24336906535993	0.0320942406556822
"ENSG00000010626"	0.301257716098082	3.53989539690675	5.91172997104348	0.0237340878298874
"ENSG00000010803"	-0.0434415065852285	5.38189041298773	0.505903339663716	0.484466990784199
"ENSG00000010810"	0.0325465622212285	7.83197635675844	0.788129944484289	0.384366271802534
"ENSG00000010818"	-0.212261332706342	6.16607430613731	5.39794374850761	0.0299011547654205
"ENSG00000011007"	-0.0727607655734698	5.59557285811804	1.93920829457293	0.177810533020772
"ENSG00000011009"	-0.0914655713542643	6.9244796909242	4.19476288006795	0.0527947423503953
"ENSG00000011021"	0.011248310620741	6.63035557174361	0.0560114910343615	0.815126671642217
"ENSG00000011028"	0.315383508155114	6.0714433147451	4.23457511335478	0.0517749268695179
"ENSG00000011052"	0.202686117079837	1.700696676606	0.851204237725674	0.3663210971442
"ENSG00000011083"	-0.0283957439921221	2.74851912734483	0.0195785342672034	0.890006597919385
"ENSG00000011105"	0.18457531004284	6.68518896612425	1.3703748034277	0.254398174427044
"ENSG00000011114"	0.158764800431127	3.40175098426779	2.74395652697713	0.111961540431289
"ENSG00000011132"	-0.187910538316628	3.34215949645399	1.93106536660603	0.178686099370677
"ENSG00000011143"	0.166815053310596	4.23231429807337	2.3609436937399	0.138809436937835
"ENSG00000011198"	-0.0564997054703446	4.26929614510866	0.34133128033641	0.565065250519507
"ENSG00000011201"	0.365432882954724	5.21766474348533	2.14353770583624	0.157457715705598
"ENSG00000011243"	0.29340434523742	6.98576304118092	6.25597907932051	0.0204017057392417
"ENSG00000011258"	-0.0739522307787981	5.52328006457026	0.686341845646082	0.416398881259712
"ENSG00000011260"	0.00166249570916398	4.75314049903729	0.000328115586602681	0.985712872131189
"ENSG00000011275"	-0.0257896801498224	5.8220686573758	0.128785105276919	0.723150761973204
"ENSG00000011295"	-0.0158273097513052	6.85752833629896	0.0930596621784263	0.763219290993667
"ENSG00000011304"	0.0254988139695558	6.6176667182018	0.0540200317027148	0.818380490610477
"ENSG00000011332"	0.0400216414727184	7.45303435195993	0.390973588073218	0.53828564006093
"ENSG00000011347"	0.302874039659637	8.85642522339407	9.44762422136609	0.00559973798819295
"ENSG00000011376"	-0.12062016600084	4.69003422721005	2.69645823873264	0.114934303600871
"ENSG00000011405"	0.00850525274199725	5.37298442304196	0.0183517070907325	0.893485835227017
"ENSG00000011426"	-0.0264536995340117	3.48740204309182	0.0236743408263038	0.879133336079551
"ENSG00000011451"	0.0418771371999111	7.33959349549379	1.16038469049499	0.293174103938521
"ENSG00000011454"	0.0973070578210061	7.02345334869677	4.6007755156448	0.0433735714746488
"ENSG00000011478"	0.152125503486876	2.82309102169549	1.55047810719213	0.226297028997591
"ENSG00000011485"	-0.104130543535544	6.66995820951867	4.15617277734173	0.0538050994277747
"ENSG00000011523"	-0.0313411805187201	3.04577467211771	0.0836904403013908	0.77509327888648
"ENSG00000011566"	-0.210955651079957	5.23725859280349	5.6559750482027	0.026604783366028
"ENSG00000011590"	0.511133660537244	1.03991139594084	4.11793676337956	0.0548279319511819
"ENSG00000011638"	0.43367776710889	6.09060014195437	6.94782798026388	0.0151700269240071
"ENSG00000011677"	-0.197474012781064	5.11811652904369	3.39280874154841	0.0791412418142661
"ENSG00000012048"	-0.00032154230387756	3.08152601838113	7.33444064487742e-06	0.997863812917591
"ENSG00000012061"	0.120096841712018	5.49710675677278	3.33044136441269	0.0817572532936103
"ENSG00000012171"	0.349555480955186	3.00473632303737	4.09362574511324	0.055489766832783
"ENSG00000012174"	-0.0533647100924288	6.39170090071567	1.54395113008979	0.227244104186341
"ENSG00000012211"	0.759034243854841	0.53016068826787	3.29410724637646	0.0833272830654652
"ENSG00000012232"	0.0172607829593724	7.47720913805116	0.119595001100474	0.732792578891561
"ENSG00000012660"	0.0213190359346684	7.04767073994657	0.0525852962848285	0.820764141797592
"ENSG00000012822"	0.117695547588789	5.85859346625535	3.85221817397011	0.0625803513288828
"ENSG00000012963"	0.0430731161295414	3.19030011644433	0.149074304810525	0.703167767067913
"ENSG00000012983"	-0.105163683291022	5.99555981983476	2.19873488794683	0.152451738350981
"ENSG00000013016"	-0.0261443529582359	5.02033264456475	0.186528979227383	0.670067226946322
"ENSG00000013275"	-0.136393240309805	6.41874352048992	5.51946868625069	0.028294819454424
"ENSG00000013288"	-0.11033256707103	5.73167944484825	3.73407700786807	0.0664240091153525
"ENSG00000013306"	0.0338762902929064	5.8277952292337	0.123996689087369	0.72812422570904
"ENSG00000013364"	0.493656960859706	5.08559457478137	5.13028980166649	0.0338131804179809
"ENSG00000013374"	-0.21678459624501	6.16693916063271	11.5745998493041	0.00258493174720998
"ENSG00000013375"	-0.0181928484609677	4.00579511580497	0.0418905265219877	0.839729368881206
"ENSG00000013392"	0.000658118686892862	4.56878967856807	0.000118434370519224	0.99141606831626
"ENSG00000013441"	-0.0877064105401873	6.01443540806572	0.998180492551454	0.328723523319294
"ENSG00000013503"	0.000846647632024911	3.74088003885963	7.10549786388636e-05	0.993351124237938
"ENSG00000013523"	0.160423303430803	5.02866690837168	3.08957377265993	0.0928448103578745
"ENSG00000013561"	-0.0766211477890037	4.80686322841329	1.62898696119177	0.215286913922217
"ENSG00000013563"	-0.191585103781886	2.25580710293865	1.32833889896956	0.261595522546657
"ENSG00000013573"	0.349835311179308	4.54999834835271	16.6734715689914	0.000500659498965175
"ENSG00000013583"	0.344711207161372	3.20998060755427	6.00584711486705	0.0227663003428556
"ENSG00000013588"	0.921335253454995	1.71810489209495	5.78800610833511	0.0250770544154489
"ENSG00000013619"	-0.0272774522239748	3.87171867974904	0.0522594828825309	0.821310208450904
"ENSG00000013725"	0.0657201668005074	1.34274085484351	0.0993171699346095	0.755650442267562
"ENSG00000013810"	0.11918654129681	3.69000289100751	0.357459746188714	0.556087372151984
"ENSG00000014123"	0.236995533478267	5.25380875559917	5.43663930615625	0.0293788280751747
"ENSG00000014164"	0.0848762527928871	5.28155626133883	1.75987988307456	0.198383281493711
"ENSG00000014216"	-0.0949035024042702	7.38087225121037	1.35941498343429	0.256249642951244
"ENSG00000014824"	-0.0661567706290634	6.83853578837702	1.51699381557575	0.231209386834921
"ENSG00000015133"	0.0164806720182503	5.5617156157748	0.0514857230327342	0.822614274067257
"ENSG00000015153"	-0.070780360438011	5.61523219291926	1.14483177392336	0.296349638284462
"ENSG00000015171"	-0.165426482442583	6.5106412075922	3.08507011555185	0.0930681504721081
"ENSG00000015285"	0.0533584747007606	1.77721637272894	0.0721226697137882	0.790798474898559
"ENSG00000015413"	-0.721645558541584	0.890067285348607	4.38805468392518	0.0480474559204222
"ENSG00000015475"	-0.0622159250289272	5.07562674648797	0.871915747078432	0.360663847670955
"ENSG00000015532"	0.0174087914969984	4.7822911097056	0.0684976809241669	0.795996266266237
"ENSG00000015568"	-0.00929851040733278	0.891215012069807	0.00130260555096026	0.971538079678932
"ENSG00000015592"	0.228662962287976	9.4539590369398	4.51199657292161	0.045258617499709
"ENSG00000015676"	0.0374231196834611	7.82116290047473	0.831324513403971	0.371872667468745
"ENSG00000016082"	-0.185538573955725	7.3321502229427	3.91517406463815	0.0606363203068938
"ENSG00000016391"	0.115335372778515	0.570474544655575	0.248605730263721	0.623057179952368
"ENSG00000016864"	0.132359611997041	5.57375563104323	6.69808627095514	0.0168631104632292
"ENSG00000017260"	-0.151613542605645	7.2169663693022	5.69262192501218	0.0261705451613617
"ENSG00000017483"	-0.0453848632010828	3.65801163796798	0.0344470751349651	0.85447682910984
"ENSG00000017797"	0.102574110237815	6.26346480315828	3.19345839753058	0.0878617865161169
"ENSG00000018189"	-0.0608477628543817	8.99735815382989	1.02133333629725	0.323300262390391
"ENSG00000018236"	-0.0924059521805504	8.47155179451616	1.61668700030343	0.216966512700422
"ENSG00000018408"	0.188556323008311	3.51578328215931	1.06818084472727	0.312698092662189
"ENSG00000018510"	-0.0747598361426219	6.57757171426332	1.86558929243303	0.185922118757332
"ENSG00000018610"	0.0634430430869916	4.9035386176324	0.974630193605032	0.334370362732162
"ENSG00000018625"	1.5372296463682	-0.233225849747067	7.18629345662816	0.0137282008051803
"ENSG00000018699"	0.150851081990916	4.01838478581009	3.18906378198996	0.0880661953799456
"ENSG00000018869"	-0.122307054502891	2.29738394445406	0.773470627835066	0.388747031989901
"ENSG00000019102"	-0.652198975040253	-0.108668465991977	3.20726438784155	0.0872231892277012
"ENSG00000019144"	0.0602125732076691	6.7938566467666	1.15534912644961	0.294197221409047
"ENSG00000019485"	-0.123135901056103	2.11327168581421	0.78138444372523	0.38637295196589
"ENSG00000019505"	0.0497175193947217	8.9257393866981	0.552029748840076	0.465429436533765
"ENSG00000019549"	0.216851174879001	2.78446856668588	1.28777861920836	0.268794021015918
"ENSG00000019582"	-0.181896388287531	1.90875021191887	0.778163187897618	0.387336700484757
"ENSG00000019995"	-0.00549377950582356	5.47946455514337	0.0109307528883277	0.917689619491947
"ENSG00000020129"	0.00751643266360737	7.71049006602232	0.0213747068569036	0.885107649681225
"ENSG00000020181"	0.343399737208431	4.98218361263529	13.708590785956	0.00125889861867927
"ENSG00000020256"	0.0391252066782364	5.3218617303434	0.482678141844511	0.494557893155867
"ENSG00000020426"	0.053796378060039	3.7267590205566	0.252716032755428	0.620214966396298
"ENSG00000020577"	0.0297783142605251	4.49501522939833	0.054600328912992	0.817425897400676
"ENSG00000020922"	-0.0995359742593072	3.78381783478558	0.959221596542615	0.338138517689052
"ENSG00000021300"	-0.433601681165374	2.1448954058575	6.18788496652045	0.0210170406197539
"ENSG00000021355"	0.151773368555186	3.89511939293739	1.5282212756527	0.229547286200959
"ENSG00000021461"	-0.314465797570508	0.915927072564609	1.63576002265251	0.214369009194983
"ENSG00000021574"	-0.224960667204923	6.72725239331978	5.1333044143078	0.0337660327473282
"ENSG00000021645"	-0.349636191031183	3.77755454825925	4.32875912935346	0.0494502054896458
"ENSG00000021762"	-0.0832169286344985	6.43266017878914	2.5607884101341	0.123951704464953
"ENSG00000021776"	-0.00220544632647447	5.79164055620934	0.00152554539953016	0.969199807515717
"ENSG00000021826"	0.0658402755845821	3.37384787082522	0.0896807560920123	0.767422795653536
"ENSG00000022267"	-0.018373729064112	7.1719293738698	0.117810085374836	0.734713153081651
